supervisor_id,supervisor_name,paper_id,title,abstract,year
s25,Jonathan Tennyson,J2kD9yMAAAAJ:zGnLiCkldm4C,CO line intensities: Towards subpercent accuracy of intensities of all bands,"Accurate predictions of the carbon monoxide dipole moment as a function of geometry provide a challenge to theory not least because lower-level theories such as Hartree–Fock give dipoles with the wrong sign at equilibrium making reliable calculations of even the intensity of pure rotational transitions difficult. Intensities of CO lines are calculated using higher level theory based on multi-reference configuration interaction (MRCI). Tests using an increased complete active space (CAS) compared to previous high accuracy studies (Balashov et al., 2023), show that while increasing the σ orbital space from 7 to 8 orbitals produces poor (unbalanced) results, increasing the π space from 2 to 3 gives an ab initio model with reproduced CO pure rotational line intensities at the sub-percent level for the first time. This dipole function gives line intensities of all observed vibrational bands of CO from 0–0 to 7–0 with the sub …",2025,https://scholar.google.com/citations?user=J2kD9yMAAAAJ&hl=en&oi=ao,scholar_url
s25,Jonathan Tennyson,J2kD9yMAAAAJ:rblf-tZpB2YC,Semiclassical Estimates of Pressure-induced Line Widths for Infrared Absorption in Hot (Exo) planetary Atmospheres,"Because of elevated temperatures and high fluxes of stellar radiation irreproducible in laboratory conditions, molecules and molecular ions found or expected in exoplanetary atmospheres are generally poorly characterized from the viewpoint of their spectroscopic line-shape parameters; in many cases, there are no data at all. Advanced theoretical approaches (classical, semiclassical, and quantum mechanical), without mentioning their high computational cost, are also impracticable due to the lack of potential energy surfaces. To fill this gap of crucially missing line-broadening parameters, we provide estimated values issued from a simple rotationally independent semiclassical expression. Only the index related to the leading long-range interaction term, molecular masses and kinetic diameters, as well as temperature are used as input parameters. A wide range of absorbers and perturbation by He, Ar, H2, N2, O2 …",2025,https://scholar.google.com/citations?user=J2kD9yMAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:0nST21YUXoUC,The HITRAN2020 molecular spectroscopic database,"The HITRAN database is a compilation of molecular spectroscopic parameters. It was established in the early 1970s and is used by various computer codes to predict and simulate the transmission and emission of light in gaseous media (with an emphasis on terrestrial and planetary atmospheres). The HITRAN compilation is composed of five major components: the line-by-line spectroscopic parameters required for high-resolution radiative-transfer codes, experimental infrared absorption cross-sections (for molecules where it is not yet feasible for representation in a line-by-line form), collision-induced absorption data, aerosol indices of refraction, and general tables (including partition sums) that apply globally to the data. This paper describes the contents of the 2020 quadrennial edition of HITRAN. The HITRAN2020 edition takes advantage of recent experimental and theoretical data that were meticulously …",2022,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:Wp0gIr-vW9MC,Graphene nanostructures as tunable storage media for molecular hydrogen,,2005,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:oC1yQlCKEqoC,ExoMol molecular line lists XXX: a complete high-accuracy line list for water,,2018,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:osi8XriVlOYC,The ExoMol database: molecular line lists for exoplanet and other hot atmospheres,,2016,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:p6f6DfXMsGMC,A chemical survey of exoplanets with ARIEL,,2018,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:rGOK5rmJZT0C,Photochemically produced SO2 in the atmosphere of WASP-39b,"Photochemistry is a fundamental process of planetary atmospheres that regulates the atmospheric composition and stability. However, no unambiguous photochemical products have been detected in exoplanet atmospheres so far. Recent observations from the JWST Transiting Exoplanet Community Early Release Science Program, found a spectral absorption feature at 4.05 μm arising from sulfur dioxide (SO2) in the atmosphere of WASP-39b. WASP-39b is a 1.27-Jupiter-radii, Saturn-mass (0.28 MJ) gas giant exoplanet orbiting a Sun-like star with an equilibrium temperature of around 1,100 K (ref. ). The most plausible way of generating SO2 in such an atmosphere is through photochemical processes,. Here we show that the SO2 distribution computed by a suite of photochemical models robustly explains the 4.05-μm spectral feature identified by JWST transmission observations with NIRSpec PRISM (2.7σ …",2023,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:IxBLoz_EsGYC,Sulfur dioxide in the mid-infrared transmission spectrum of WASP-39b,"The recent inference of sulfur dioxide (SO2) in the atmosphere of the hot (approximately 1,100 K), Saturn-mass exoplanet WASP-39b from near-infrared JWST observations, – suggests that photochemistry is a key process in high-temperature exoplanet atmospheres. This is because of the low (<1 ppb) abundance of SO2 under thermochemical equilibrium compared with that produced from the photochemistry of H2O and H2S (1–10 ppm), , , , –. However, the SO2 inference was made from a single, small molecular feature in the transmission spectrum of WASP-39b at 4.05 μm and, therefore, the detection of other SO2 absorption bands at different wavelengths is needed to better constrain the SO2 abundance. Here we report the detection of SO2 spectral features at 7.7 and 8.5 μm in the 5–12-μm transmission spectrum of WASP-39b measured by the JWST Mid-Infrared Instrument (MIRI) Low Resolution …",2024,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:ChsjQIg5EFEC,The 2024 release of the ExoMol database: molecular line lists for exoplanet and other hot atmospheres,"The ExoMol database (www.exomol.com) provides molecular data for spectroscopic studies of hot atmospheres. These data are widely used to model atmospheres of exoplanets, cool stars and other astronomical objects, as well as a variety of terrestrial applications. The 2024 data release reports the current status of the database which contains recommended line lists for 91 molecules and 224 isotopologues giving a total of almost 1012 individual transitions. New features of the database include extensive “MARVELization” of line lists to allow them to be used for high resolutions studies, extension of several line lists to ultraviolet wavelengths, provision of photodissociation cross-sections and extended provision of broadening parameters. Some of the in-house data specifications have been rewritten in JSON and moved for conformity with other international standards. Data products, including specific heats, a …",2024,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:oFWWKr2Zb18C,ExoMol line lists – LVII. High accuracy ro-vibrational line list for methane (CH4),"The MM ro-vibrational line list for methane (12CH4) is presented; MM covers wavelengths λ > 0.83 μm (wavenumbers up to 12 000 cm−1) and contains over 50 billion transitions between 9155 208 states with total angular momentum J ≤ 60. MM was generated through solution of the nuclear motion Schrödinger equation using variational program trove for an empirically derived potential energy surface (PES) and a new high-level ab initio dipole moment surface. The PES was constructed by fitting the ro-vibrational energies of CH4 to a set of highly accurate, experimentally derived energies. Molecular states are classified using the Td(M) symmetry group and are fully assigned with rotation and vibration quantum numbers. The MM line list is adapted to high-resolution applications by replacing the calculated ro-vibrational energies with the experimentally derived values where available, namely for 23 208 states …",2024,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:12oLulcdP1kC,ExoMol line lists – XLIV. Infrared and ultraviolet line list for silicon monoxide (28Si16O),"A new silicon monoxide (28Si16O) line list covering infrared, visible, and ultraviolet regions called SiOUVenIR is presented. This line list extends the infrared EBJT ExoMol line list by including vibronic transitions to the  and  electronic states. Strong perturbations to the  band system are accurately modelled through the treatment of six dark electronic states: , , , , , and . Along with the  ground state, these nine electronic states were used to build a comprehensive spectroscopic model of SiO using a combination of empirical and ab initio curves, including the potential energy (PE), spin–orbit, electronic angular momentum, and (transition) dipole moment curves. The ab initio PE and coupling curves, computed at the multireference configuration interaction level of theory, were refined by fitting their analytical representations to 2617 experimentally derived SiO energy levels …",2022,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:ItgTnG0mAXQC,Nightside clouds and disequilibrium chemistry on the hot Jupiter WASP-43b,"Hot Jupiters are among the best-studied exoplanets, but it is still poorly understood how their chemical composition and cloud properties vary with longitude. Theoretical models predict that clouds may condense on the nightside and that molecular abundances can be driven out of equilibrium by zonal winds. Here we report a phase-resolved emission spectrum of the hot Jupiter WASP-43b measured from 5 μm to 12 μm with the JWST’s Mid-Infrared Instrument. The spectra reveal a large day–night temperature contrast (with average brightness temperatures of 1,524 ± 35 K and 863 ± 23 K, respectively) and evidence for water absorption at all orbital phases. Comparisons with three-dimensional atmospheric models show that both the phase-curve shape and emission spectra strongly suggest the presence of nightside clouds that become optically thick to thermal emission at pressures greater than ~100 …",2024,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:V0QqM0Py3VsC,Empirical rovibrational energy levels for nitrous oxide,"A survey of the huge number of measured rovibrational transitions of the 14 N 2 16 O isotopologue of nitrous oxide is performed which either confirms the positions, the assignments, and the uncertainties of the measurements or refutes at least one of them. Data from 95 literature sources are analyzed and their assignments adjusted to a uniform set of polyads and associated counting numbers. This is an important result of the present study and this canonical set of vibrational state assignments is recommended for future studies. The adjusted list of 67 930 transitions (43 246 unique ones) then underwent a thorough Marvel (Measured Active Rotational–Vibrational Energy Levels) analysis, yielding 17 561 empirical rovibrational energy levels. Uncertainties for these levels are determined using a newly implemented bootstrap approach. The bootstrap uncertainties indicate that the uncertainties for about 1.5% of the …",2024,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:WeWrUA-9SBMC,ExoMol line lists–XLV. Rovibronic molecular line lists of calcium monohydride (CaH) and magnesium monohydride (MgH),"New molecular line lists for calcium monohydride (40Ca1H) and magnesium monohydride (24Mg1H) and its minor isotopologues (25Mg1H and 26Mg1H) are presented. The rotation-vibration-electronic (rovibronic) line lists, named XAB, consider transitions involving the , , and  electronic states in the 0–30 000 cm−1 region (wavelengths λ > 0.33 μm) and are suitable for temperatures up to 5000 K. A comprehensive analysis of the published spectroscopic literature on CaH and MgH is used to obtain new extensive data sets of accurate rovibronic energy levels with measurement uncertainties and consistent quantum number labelling. These data sets are used to produce new spectroscopic models for CaH and MgH, composed of newly empirically refined potential energy curves and couplings in/between the different electronic states (e.g. spin-orbit, electronic angular momentum, Born …",2022,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:327GGIiaIgIC,ExoMol photodissociation cross-sections – I. HCl and HF,"Photon initiated chemistry, i.e. the interaction of light with chemical species, is a key factor in the evolution of the atmosphere of exoplanets. For planets orbiting stars in UV-rich environments, photodissociation induced by high-energy photons dominates the atmosphere composition and dynamics. The rate of photodissociation can be highly dependent on atmospheric temperature, as increased temperature leads to increased population of vibrational excited states and the consequent lowering of the photodissociation threshold. This paper inaugurates a new series of papers presenting computed temperature-dependent photodissociation cross-sections with rates generated for different stellar fields. Cross-sections calculations are performed by solving the time-independent Schrödinger equation for each electronic state involved in the process. Here, photodissociation cross-sections for hydrogen chloride and …",2022,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:WWyA8FEaYkEC,"ExoMol line lists – L: high-resolution line lists of H3+, H2D+, D2H+, and D3+","New MiZo line lists are presented for the D2H+ and D isotopologues of H. These line lists plus the existing H MiZATeP and the ST H2D+ line lists are updated using empirical energy levels generated using the marvel procedure for H, H2D+, and D2H+, and effective Hamiltonian energies for D for which there is significantly less laboratory data available. These updates allow accurate frequencies for far infrared lines for these species to be predicted. Assignments of the energy levels of H and D are extended using a combination of high accuracy variational calculations and analysis of transition intensities. All line lists are made av ailable via www.exomol.com.",2023,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:5n9gSBKMxCsC,An ab initio study of the rovibronic spectrum of sulphur monoxide (SO): diabatic vs. adiabatic representation,"We present an ab initio study of the rovibronic spectra of sulphur monoxide (32S16O) using internally contracted multireference configuration interaction (ic-MRCI) method and aug-cc-pV5Z basis sets. It covers 13 electronic states X3Σ−, a1Δ, b1Σ+, c1Σ−, A′′3Σ+, A′3Δ, A3Π, B3Σ−, C3Π, d1Π, e1Π, C′3Π, and (3)1Π ranging up to 66 800 cm−1. The ab initio spectroscopic model includes 13 potential energy curves, 23 dipole and transition dipole moment curves, 23 spin–orbit curves, and 14 electronic angular momentum curves. A diabatic representation is built by removing the avoided crossings between the spatially degenerate pairs C3Π–C′3Π and e1Π–(3)1Π through a property-based diabatisation method. We also present non-adiabatic couplings and diabatic couplings for these avoided crossing systems. All phases for our coupling curves are defined, and consistent, providing the first fully reproducible …",2022,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:TCy96lt6RIkC,A spectroscopic thermometer: individual vibrational band spectroscopy with the example of OH in the atmosphere of WASP-33b,"Individual vibrational band spectroscopy presents an opportunity to examine exoplanet atmospheres in detail, by distinguishing where the vibrational state populations of molecules differ from the current assumption of a Boltzmann distribution. Here, retrieving vibrational bands of OH in exoplanet atmospheres is explored using the hot Jupiter WASP-33b as an example. We simulate low-resolution spectroscopic data for observations with the JWST's NIRSpec instrument and use high-resolution observational data obtained from the Subaru InfraRed Doppler instrument (IRD). Vibrational band–specific OH cross-section sets are constructed and used in retrievals on the (simulated) low- and (real) high-resolution data. Low-resolution observations are simulated for two WASP-33b emission scenarios: under the assumption of local thermal equilibrium (LTE) and with a toy non-LTE model for vibrational excitation of …",2023,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:IAyBRRImV3IC,The molecular chemistry of Type Ibc supernovae and diagnostic potential with the James Webb Space Telescope,,2023,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:yRL2jD08WzAC,Data structures for photoadsorption within the ExoMol project,"The ExoMol data base currently provides comprehensive line lists for modelling the spectroscopic properties of molecules in hot atmospheres. Extending the spectral range of the data provided to ultraviolet (UV) wavelengths brings into play three processes not currently accounted for in the ExoMol data structure, namely photodissociation, which is an important chemical process in its own right, the opacity contribution due to continuum absorption, and predissociation which can lead to significant and observable line-broadening effects. Data structures are proposed which will allow these processes to be correctly captured and the (strong) temperature-dependent effects predicted for UV molecular photoabsorption in general and photodissociation in particular to be represented.",2023,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:F2VeH06lQh8C,ExoMol line lists–LXI. A trihybrid line list for rovibronic transitions of the hydroxyl radical (OH),"The hydroxyl radical (OH) is a species of high importance in exoplanetary studies, the interstellar medium, and in stellar spectra. Terrestrially, it is a significant component of combustion chemistry, an oxidizer in the upper atmosphere, and a source of telluric bands. Internally contracted multireference configuration interaction potential energy curves, spin-orbit couplings, electronic angular momentum couplings, and (transition) dipole moments for eight electronic states of OH are computed and refined against empirical energy levels to produce an OH spectroscopic model. A line list consisting of rovibronic term values, allowed electronic dipole transitions, Einstein-A coefficients, and partition functions for varying temperature and a continuum absorption data set are then produced by variational solution of the coupled-channel Schrödinger equations using the nuclear motion code Duo. Marvel energy levels substitute equivalent levels …",2025,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:YW75zINC-7AC,MARVEL Analysis of High‐Resolution Rovibrational Spectra of 16O13C18O,"A large set of validated experimental transitions and empirical rovibrational energy levels are reported for the fifth most abundant carbon dioxide isotopologue, 16O13C18O (in a shorthand notation, 638). Validation of the transitions and determination of the empirical energy levels are based on a compiled and carefully checked dataset, collected from 35 literature sources, containing 12 348/7432 measured/unique lines in the wavenumber range of 578–9318 cm−1. The MARVEL (Measured Active Rotational‐Vibrational Energy Levels) protocol, built upon the theory of spectroscopic networks, not only validates the vast majority of the measured transitions, but also yields 3975 empirical rovibrational energy levels, with uncertainty estimates compliant with the experimental uncertainties of the transitions.",2025,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:OJBCU0UFcNkC,An accurate determination of O2 A-band line intensities through experiment and theory,"Accurate intensities of the O 2 A-band [b 1 Σ g+← X 3 Σ g−(0, 0)] centered about 760 nm are essential to reduce biases in satellite-and ground-based remote measurements of column-integrated air mass and greenhouse gas concentration. In support of these remote sensing techniques, we made cavity ring-down spectroscopy measurements of 16 O 2 A-band line intensities up to J= 40, and we extrapolated these values to J= 60 using scaled ab initio intensity calculations. The J dependences of the measured and theoretical intensities differ on average by less than 0.1%, and the measured intensities have relative combined standard uncertainties at the 0.15% level. Upon evaluation of the integrated intensity, we find a negative bias between literature results and this work, which is four times greater than our present uncertainty.",2025,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:haVc-jTD6xgC,Semiclassical Estimates of Pressure-induced Line Widths for Infrared Absorption in Hot (Exo) planetary Atmospheres,"Because of elevated temperatures and high fluxes of stellar radiation irreproducible in laboratory conditions, molecules and molecular ions found or expected in exoplanetary atmospheres are generally poorly characterized from the viewpoint of their spectroscopic line-shape parameters; in many cases, there are no data at all. Advanced theoretical approaches (classical, semiclassical, and quantum mechanical), without mentioning their high computational cost, are also impracticable due to the lack of potential energy surfaces. To fill this gap of crucially missing line-broadening parameters, we provide estimated values issued from a simple rotationally independent semiclassical expression. Only the index related to the leading long-range interaction term, molecular masses and kinetic diameters, as well as temperature are used as input parameters. A wide range of absorbers and perturbation by He, Ar, H2, N2, O2 …",2025,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s29,Sergey Yurchenko,PepGS5wAAAAJ:VyewGSb6xwwC,ExoMol line lists–LXIV. Empirical rovibronic spectra of phosphorous mononitride (PN) covering the IR and UV regions,"A new phosphorous mononitride (PN and PN) line list PaiN covering infrared, visible, and ultraviolet regions is presented. The PaiN line list extending to the – vibronic band system replaces the previous YYLT ExoMol line list for PN. A thorough analysis of high-resolution experimental spectra from the literature involving the  and  states is conducted, and many perturbations to the  energies are considered as part of a comprehensive MARVEL (Measured-Active-Rotational-Vibrational-Energy-Levels) study. Ab initio potential energy and coupling curves from the previous work are refined by fitting their analytical representations to 1224 empirical energy levels determined using the MARVEL procedure. The PaiN line list is compared to previously observed spectra, recorded and calculated lifetimes, and previously calculated partition functions. The ab initio transition dipole moment …",2025,https://scholar.google.com/citations?user=PepGS5wAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:qjMakFHDy7sC,Multicentre prospective cohort study of body mass index and postoperative complications following gastrointestinal surgery,,2016,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:2osOgNQ5qMEC,Gene-based antiangiogenic applications for corneal neovascularization,,2018,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:Y0pCki6q_DkC,Current perspectives on corneal transplantation,"Disease of the cornea is the third leading cause of blindness worldwide. Corneal graft surgery is one of the most successful forms of solid organ transplantations in humans, with ever-increasing developments in surgical technique. To date, approximately 4504 corneal transplants are performed in the United Kingdom each year. While full thickness transplantation was the most commonly performed keratoplasty over the last few decades, selective lamellar transplantation of the diseased layers of the cornea has been universally adopted. This comprehensive review aims to provide an updated synthesis on different types of corneal transplantations, their treatment outcomes, and the associated complications of each procedure in both adult and paediatric population. In addition, we also present an up-to-date summary of the emerging therapeutic approaches that have the potential to reduce the demand for donor …",2022,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:IjCSPb-OGe4C,Current and emerging treatments for albinism,,2021,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:u5HHmVD_uO8C,"Safety of nonsteroidal anti‐inflammatory drugs in major gastrointestinal surgery: a prospective, multicenter cohort study",,2017,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:UebtZRa9Y70C,Genetic and demographic determinants of Fuchs endothelial corneal dystrophy risk and severity,Understanding the pathogenic mechanisms of Fuchs endothelial corneal dystrophy (FECD) could contribute to developing gene-targeted therapies.To investigate associations between demographic data and age at first keratoplasty in a genetically refined FECD cohort.This retrospective cohort study recruited 894 individuals with FECD at Moorfields Eye Hospital (London) and General University Hospital (Prague) from September 2009 to July 2023. Ancestry was inferred from genome-wide single nucleotide polymorphism array data. CTG18.1 status was determined by short tandem repeat and/or triplet-primed polymerase chain reaction. One or more expanded alleles (≥50 repeats) were classified as expansion-positive (Exp+). Expansion-negative (Exp-) cases were exome sequenced.Association between …,2025,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:WF5omc3nYNoC,Tissue-specific TCF4 triplet repeat instability revealed by optical genome mapping,"Fuchs endothelial corneal dystrophy (FECD) is the most common repeat-mediated disease in humans. It exclusively affects corneal endothelial cells (CECs), with ≤81% of cases associated with an intronic TCF4 triplet repeat (CTG18.1). Here, we utilise optical genome mapping (OGM) to investigate CTG18.1 tissue-specific instability to gain mechanistic insights.We applied OGM to a diverse range of genomic DNAs (gDNAs) from patients with FECD and controls (n = 43); CECs, leukocytes and fibroblasts. A bioinformatics pipeline was developed to robustly interrogate CTG18.1-spanning DNA molecules. All results were compared with conventional polymerase chain reaction-based fragment analysis.Analysis of bio-samples revealed that expanded CTG18.1 alleles behave dynamically, regardless of cell-type origin. However, clusters of CTG18.1 molecules, encompassing ∼1800–11 …",2024,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:roLk4NBRz8UC,Advancing question-answering in ophthalmology with retrieval-augmented generation (RAG): benchmarking open-source and proprietary large language models,"Purpose: To evaluate the application of Retrieval-Augmented Generation (RAG), a technique that combines information retrieval with text generation, to benchmark the performance of open-source and proprietary generative large language models (LLMs) in medical question-answering tasks within the ophthalmology domain.Methods: Our dataset comprised 260 multiple-choice questions sourced from two question-answer banks designed to assess ophthalmic knowledge: the American Academy of Ophthalmology’s Basic and Clinical Science Course (BCSC) Self-Assessment program and OphthoQuestions. Our RAG pipeline involved initial retrieval of documents in the BCSC companion textbook using ChromaDB, followed by reranking with Cohere to refine the context provided to the LLMs. We benchmarked four models, including GPT-4 and three open-source models (Llama-3-70B, Gemma-2-27B, and Mixtral-8× 7B, all under 4-bit quantization), under three settings: zero-shot, zero-shot with Chain-of-Thought and RAG. Model performance was evaluated using accuracy on the two datasets. Quantization was applied to improve the efficiency of the open-source models. Effects of quantization level was also measured.Results: Using RAG, GPT-4-turbo’s accuracy increased from 80.38% to 91.92% on BCSC and from 77.69% to 88.65% on OphthoQuestions. Importantly, the RAG pipeline greatly enhanced overall performance of Llama-3 from 57.50% to 81.35%(23.85% increase), Gemma-2 62.12% to 79.23%(17.11% increase), and Mixtral-8× 7B 52.89% to 75%(22.11% increase). Zero-shot-CoT had overall no significant improvement on the …",2025,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:LkGwnXOMwfcC,Current perspectives on corneal transplantation (Part 2),"Disease of the cornea is the third leading cause of blindness worldwide. Corneal graft surgery is one of the most successful forms of solid organ transplantations in humans, with ever increasing developments in surgical technique. To date, approximately 4504 corneal transplants are performed in the UK each year. While full thickness transplantation was the most commonly performed keratoplasty over the last few decades, selective lamellar transplantation of the diseased layers of the cornea has been universally adopted. This comprehensive review aims to provide an updated synthesis on different types of corneal transplantations, their treatment outcomes, and the associated complications of each procedure both in adult and pediatric populations. In addition, we also present an up-to-date summary of the emerging therapeutic approaches that have the potential to reduce the demand for donor-dependent …",2022,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:Tyk-4Ss8FVUC,Real-world outcomes of combined therapy of photodynamic therapy with anti-vascular endothelial growth factor for polypoidal choroidal vasculopathy,"To describe the real-world outcomes of photodynamic therapy (PDT) as a rescue therapy in eyes with polypoidal choroidal vasculopathy (PCV) refractory to anti-vascular endothelial growth factor (VEGF) monotherapy in a British cohort of patients.This is a retrospective chart review of 53 eyes with PCV. Based on the timing of PDT, the eyes were stratified into two groups (9 in the Initial-PDT group, 44 in the Deferred group). The number of anti-VEGF injections/year and the best corrected visual acuity (BCVA) before and after PDT were analysed. Multivariate regression model was created to identify factors predictive of visual outcome and treatment burden after PDT.The Deferred group received a mean of 9.4 injections/year but significantly reduced to 7.2 after PDT (p < 0.001). The Initial-PDT group required significantly fewer injections after PDT compared to the Deferred group (p = 0 …",2022,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:kNdYIx-mwKoC,Rare variants in MIR184 are a novel genetic cause of Fuchs endothelial corneal dystrophy.,"PurposeTo identify novel genetic causes of Fuchs Endothelial Corneal Dystrophy (FECD) within a genetically unsolved patient cohort lacking repeat expansions in the TCF4 gene (Exp-).MethodsA rare variant analysis framework (CoCoRV) was applied to exome data, in combination with in silico modelling, luciferase reporter and RNA-Seq analysis to characterise transcriptome-wide consequences of identified variants.ResultsA gene burden analysis identified MIR184, a microRNA encoding gene, to be enriched for rare pathogenic variants within the studied Exp- FECD cohort. In total, two non-coding rare variants were identified in four unrelated FECD probands: NR_029705.1:n.58G>A and n.73G>T. Both variants altered highly conserved mature sequence residues, were predicted to induce hairpin structural changes and were experimentally determined to disrupt miRNA-mRNA interactions. RNA-Seq of …",2025,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
s31,Siyin Liu,YAkzGtIAAAAJ:eQOLeE2rZwMC,Impact of COVID-19-associated anxiety on the adherence to intravitreal injection in patients with macular diseases a year after the initial outbreak,"As the primary burden of treating COVID-19 patients began to ease in the United Kingdom, ophthalmology clinic volume within the National Health Service has since recovered. Alarmingly, the rate of non-attendance remains higher than the pre-pandemic level.The purpose was to assess how the perceived risk of contracting coronavirus disease 2019 (COVID-19) influences the willingness of individuals with sight-threatening macular conditions to attend intravitreal anti-vascular endothelial growth factor (anti-VEGF) injection appointments during the second wave of the pandemic.This prospective cross-sectional survey was conducted at the Macular Treatment Centre, Manchester Royal Eye Hospital. Patients who missed their appointment in January 2021 were invited to complete an anonymous survey over the telephone. The survey consisted of two parts: (1) a 23-item questionnaire …",2022,https://scholar.google.com/citations?user=YAkzGtIAAAAJ&hl=en&oi=ao,scholar_url
